index	value	ml_confidence	seen	primary_remote_source	primary_local_source
1	A5C84275-3B97-4AB7-A40D-3802B2AF5FC2		1	/home/macroblond44/Documents/adscan/adscan-private-tool/loot/file.txt:1	/home/macroblond44/Documents/adscan/adscan-private-tool/loot/file.txt:1
